subject,window_id,start_sample,end_sample,start_time_seconds,end_time_seconds,wesad_label,stress_label
S11,281,143872,144384,2248.0,2256.0,2,1
S11,282,144384,144896,2256.0,2264.0,2,1
S11,283,144896,145408,2264.0,2272.0,2,1
S11,284,145408,145920,2272.0,2280.0,2,1
S11,285,145920,146432,2280.0,2288.0,2,1
S11,286,146432,146944,2288.0,2296.0,2,1
S11,287,146944,147456,2296.0,2304.0,2,1
S11,288,147456,147968,2304.0,2312.0,2,1
S11,289,147968,148480,2312.0,2320.0,2,1
S11,290,148480,148992,2320.0,2328.0,2,1
S11,291,148992,149504,2328.0,2336.0,2,1
S11,292,149504,150016,2336.0,2344.0,2,1
S11,293,150016,150528,2344.0,2352.0,2,1
S11,294,150528,151040,2352.0,2360.0,2,1
S11,295,151040,151552,2360.0,2368.0,2,1
S11,296,151552,152064,2368.0,2376.0,2,1
S11,297,152064,152576,2376.0,2384.0,2,1
S11,298,152576,153088,2384.0,2392.0,2,1
S11,299,153088,153600,2392.0,2400.0,2,1
S11,300,153600,154112,2400.0,2408.0,2,1
S11,301,154112,154624,2408.0,2416.0,2,1
S11,302,154624,155136,2416.0,2424.0,2,1
S11,303,155136,155648,2424.0,2432.0,2,1
S11,304,155648,156160,2432.0,2440.0,2,1
S11,305,156160,156672,2440.0,2448.0,2,1
S11,306,156672,157184,2448.0,2456.0,2,1
S11,307,157184,157696,2456.0,2464.0,2,1
S11,308,157696,158208,2464.0,2472.0,2,1
S11,309,158208,158720,2472.0,2480.0,2,1
S11,310,158720,159232,2480.0,2488.0,2,1
S11,311,159232,159744,2488.0,2496.0,2,1
S11,312,159744,160256,2496.0,2504.0,2,1
S11,313,160256,160768,2504.0,2512.0,2,1
S11,314,160768,161280,2512.0,2520.0,2,1
S11,315,161280,161792,2520.0,2528.0,2,1
S11,316,161792,162304,2528.0,2536.0,2,1
S11,317,162304,162816,2536.0,2544.0,2,1
S11,318,162816,163328,2544.0,2552.0,2,1
S11,319,163328,163840,2552.0,2560.0,2,1
S11,320,163840,164352,2560.0,2568.0,2,1
S11,321,164352,164864,2568.0,2576.0,2,1
S11,322,164864,165376,2576.0,2584.0,2,1
S11,447,228864,229376,3576.0,3584.0,4,0
S11,448,229376,229888,3584.0,3592.0,4,0
S11,449,229888,230400,3592.0,3600.0,4,0
S11,450,230400,230912,3600.0,3608.0,4,0
S11,451,230912,231424,3608.0,3616.0,4,0
S11,452,231424,231936,3616.0,3624.0,4,0
S11,453,231936,232448,3624.0,3632.0,4,0
S11,454,232448,232960,3632.0,3640.0,4,0
S11,455,232960,233472,3640.0,3648.0,4,0
S11,456,233472,233984,3648.0,3656.0,4,0
S11,457,233984,234496,3656.0,3664.0,4,0
S11,458,234496,235008,3664.0,3672.0,4,0
S11,459,235008,235520,3672.0,3680.0,4,0
S11,460,235520,236032,3680.0,3688.0,4,0
S11,461,236032,236544,3688.0,3696.0,4,0
S11,462,236544,237056,3696.0,3704.0,4,0
S11,463,237056,237568,3704.0,3712.0,4,0
S11,464,237568,238080,3712.0,3720.0,4,0
S11,465,238080,238592,3720.0,3728.0,4,0
S11,466,238592,239104,3728.0,3736.0,4,0
S11,467,239104,239616,3736.0,3744.0,4,0
S11,468,239616,240128,3744.0,3752.0,4,0
S11,469,240128,240640,3752.0,3760.0,4,0
S11,470,240640,241152,3760.0,3768.0,4,0
S11,471,241152,241664,3768.0,3776.0,4,0
S11,472,241664,242176,3776.0,3784.0,4,0
S11,473,242176,242688,3784.0,3792.0,4,0
S11,474,242688,243200,3792.0,3800.0,4,0
S11,475,243200,243712,3800.0,3808.0,4,0
S11,476,243712,244224,3808.0,3816.0,4,0
S11,477,244224,244736,3816.0,3824.0,4,0
S11,478,244736,245248,3824.0,3832.0,4,0
S11,479,245248,245760,3832.0,3840.0,4,0
S11,480,245760,246272,3840.0,3848.0,4,0
S11,481,246272,246784,3848.0,3856.0,4,0
S11,482,246784,247296,3856.0,3864.0,4,0
S11,483,247296,247808,3864.0,3872.0,4,0
S11,484,247808,248320,3872.0,3880.0,4,0
S11,485,248320,248832,3880.0,3888.0,4,0
S11,486,248832,249344,3888.0,3896.0,4,0
S11,487,249344,249856,3896.0,3904.0,4,0
S11,488,249856,250368,3904.0,3912.0,4,0
S11,489,250368,250880,3912.0,3920.0,4,0
S11,490,250880,251392,3920.0,3928.0,4,0
S11,491,251392,251904,3928.0,3936.0,4,0
S11,492,251904,252416,3936.0,3944.0,4,0
S11,493,252416,252928,3944.0,3952.0,4,0
S11,494,252928,253440,3952.0,3960.0,4,0
S11,495,253440,253952,3960.0,3968.0,4,0
S11,514,263168,263680,4112.0,4120.0,3,0
S11,515,263680,264192,4120.0,4128.0,3,0
S11,516,264192,264704,4128.0,4136.0,3,0
S11,517,264704,265216,4136.0,4144.0,3,0
S11,518,265216,265728,4144.0,4152.0,3,0
S11,519,265728,266240,4152.0,4160.0,3,0
S11,520,266240,266752,4160.0,4168.0,3,0
S11,521,266752,267264,4168.0,4176.0,3,0
S11,522,267264,267776,4176.0,4184.0,3,0
S11,523,267776,268288,4184.0,4192.0,3,0
S11,524,268288,268800,4192.0,4200.0,3,0
S11,525,268800,269312,4200.0,4208.0,3,0
S11,526,269312,269824,4208.0,4216.0,3,0
S11,527,269824,270336,4216.0,4224.0,3,0
S11,528,270336,270848,4224.0,4232.0,3,0
S11,529,270848,271360,4232.0,4240.0,3,0
S11,530,271360,271872,4240.0,4248.0,3,0
S11,531,271872,272384,4248.0,4256.0,3,0
S11,532,272384,272896,4256.0,4264.0,3,0
S11,533,272896,273408,4264.0,4272.0,3,0
S11,534,273408,273920,4272.0,4280.0,3,0
S11,535,273920,274432,4280.0,4288.0,3,0
S11,536,274432,274944,4288.0,4296.0,3,0
S11,537,274944,275456,4296.0,4304.0,3,0
S11,538,275456,275968,4304.0,4312.0,3,0
S11,539,275968,276480,4312.0,4320.0,3,0
S11,540,276480,276992,4320.0,4328.0,3,0
S11,541,276992,277504,4328.0,4336.0,3,0
S11,542,277504,278016,4336.0,4344.0,3,0
S11,543,278016,278528,4344.0,4352.0,3,0
S11,544,278528,279040,4352.0,4360.0,3,0
S11,545,279040,279552,4360.0,4368.0,3,0
S11,546,279552,280064,4368.0,4376.0,3,0
S11,547,280064,280576,4376.0,4384.0,3,0
S11,548,280576,281088,4384.0,4392.0,3,0
S11,549,281088,281600,4392.0,4400.0,3,0
S11,550,281600,282112,4400.0,4408.0,3,0
S11,551,282112,282624,4408.0,4416.0,3,0
S11,552,282624,283136,4416.0,4424.0,3,0
S11,553,283136,283648,4424.0,4432.0,3,0
S11,554,283648,284160,4432.0,4440.0,3,0
S11,555,284160,284672,4440.0,4448.0,3,0
S11,556,284672,285184,4448.0,4456.0,3,0
S11,557,285184,285696,4456.0,4464.0,3,0
S11,558,285696,286208,4464.0,4472.0,3,0
S11,559,286208,286720,4472.0,4480.0,3,0
S11,586,300032,300544,4688.0,4696.0,4,0
S11,587,300544,301056,4696.0,4704.0,4,0
S11,588,301056,301568,4704.0,4712.0,4,0
S11,589,301568,302080,4712.0,4720.0,4,0
S11,590,302080,302592,4720.0,4728.0,4,0
S11,591,302592,303104,4728.0,4736.0,4,0
S11,592,303104,303616,4736.0,4744.0,4,0
S11,593,303616,304128,4744.0,4752.0,4,0
S11,594,304128,304640,4752.0,4760.0,4,0
S11,595,304640,305152,4760.0,4768.0,4,0
S11,596,305152,305664,4768.0,4776.0,4,0
S11,597,305664,306176,4776.0,4784.0,4,0
S11,598,306176,306688,4784.0,4792.0,4,0
S11,599,306688,307200,4792.0,4800.0,4,0
S11,600,307200,307712,4800.0,4808.0,4,0
S11,601,307712,308224,4808.0,4816.0,4,0
S11,602,308224,308736,4816.0,4824.0,4,0
S11,603,308736,309248,4824.0,4832.0,4,0
S11,604,309248,309760,4832.0,4840.0,4,0
S11,605,309760,310272,4840.0,4848.0,4,0
S11,606,310272,310784,4848.0,4856.0,4,0
S11,607,310784,311296,4856.0,4864.0,4,0
S11,608,311296,311808,4864.0,4872.0,4,0
S11,609,311808,312320,4872.0,4880.0,4,0
S11,610,312320,312832,4880.0,4888.0,4,0
S11,611,312832,313344,4888.0,4896.0,4,0
S11,612,313344,313856,4896.0,4904.0,4,0
S11,613,313856,314368,4904.0,4912.0,4,0
S11,614,314368,314880,4912.0,4920.0,4,0
S11,615,314880,315392,4920.0,4928.0,4,0
S11,616,315392,315904,4928.0,4936.0,4,0
S11,617,315904,316416,4936.0,4944.0,4,0
S11,618,316416,316928,4944.0,4952.0,4,0
S11,619,316928,317440,4952.0,4960.0,4,0
S11,620,317440,317952,4960.0,4968.0,4,0
S11,621,317952,318464,4968.0,4976.0,4,0
S11,622,318464,318976,4976.0,4984.0,4,0
S11,623,318976,319488,4984.0,4992.0,4,0
S11,624,319488,320000,4992.0,5000.0,4,0
S11,625,320000,320512,5000.0,5008.0,4,0
S11,626,320512,321024,5008.0,5016.0,4,0
S11,627,321024,321536,5016.0,5024.0,4,0
S11,628,321536,322048,5024.0,5032.0,4,0
S11,629,322048,322560,5032.0,5040.0,4,0
S11,630,322560,323072,5040.0,5048.0,4,0
S11,631,323072,323584,5048.0,5056.0,4,0
S11,632,323584,324096,5056.0,5064.0,4,0
S11,633,324096,324608,5064.0,5072.0,4,0
S11,634,324608,325120,5072.0,5080.0,4,0
S11,635,325120,325632,5080.0,5088.0,4,0
S2,38,19456,19968,304.0,312.0,1,0
S2,39,19968,20480,312.0,320.0,1,0
S2,40,20480,20992,320.0,328.0,1,0
S2,41,20992,21504,328.0,336.0,1,0
S2,42,21504,22016,336.0,344.0,1,0
S2,43,22016,22528,344.0,352.0,1,0
S2,44,22528,23040,352.0,360.0,1,0
S2,45,23040,23552,360.0,368.0,1,0
S2,46,23552,24064,368.0,376.0,1,0
S2,47,24064,24576,376.0,384.0,1,0
S2,48,24576,25088,384.0,392.0,1,0
S2,49,25088,25600,392.0,400.0,1,0
S2,50,25600,26112,400.0,408.0,1,0
S2,51,26112,26624,408.0,416.0,1,0
S2,52,26624,27136,416.0,424.0,1,0
S2,53,27136,27648,424.0,432.0,1,0
S2,54,27648,28160,432.0,440.0,1,0
S2,55,28160,28672,440.0,448.0,1,0
S2,56,28672,29184,448.0,456.0,1,0
S2,57,29184,29696,456.0,464.0,1,0
S2,58,29696,30208,464.0,472.0,1,0
S2,59,30208,30720,472.0,480.0,1,0
S2,60,30720,31232,480.0,488.0,1,0
S2,61,31232,31744,488.0,496.0,1,0
S2,62,31744,32256,496.0,504.0,1,0
S2,63,32256,32768,504.0,512.0,1,0
S2,64,32768,33280,512.0,520.0,1,0
S2,65,33280,33792,520.0,528.0,1,0
S2,66,33792,34304,528.0,536.0,1,0
S2,67,34304,34816,536.0,544.0,1,0
S2,68,34816,35328,544.0,552.0,1,0
S2,69,35328,35840,552.0,560.0,1,0
S2,70,35840,36352,560.0,568.0,1,0
S2,71,36352,36864,568.0,576.0,1,0
S2,72,36864,37376,576.0,584.0,1,0
S2,73,37376,37888,584.0,592.0,1,0
S2,74,37888,38400,592.0,600.0,1,0
S2,75,38400,38912,600.0,608.0,1,0
S2,76,38912,39424,608.0,616.0,1,0
S2,77,39424,39936,616.0,624.0,1,0
S2,78,39936,40448,624.0,632.0,1,0
S2,79,40448,40960,632.0,640.0,1,0
S2,80,40960,41472,640.0,648.0,1,0
S2,81,41472,41984,648.0,656.0,1,0
S2,82,41984,42496,656.0,664.0,1,0
S2,83,42496,43008,664.0,672.0,1,0
S2,84,43008,43520,672.0,680.0,1,0
S2,85,43520,44032,680.0,688.0,1,0
S2,86,44032,44544,688.0,696.0,1,0
S2,87,44544,45056,696.0,704.0,1,0
S2,88,45056,45568,704.0,712.0,1,0
S2,89,45568,46080,712.0,720.0,1,0
S2,90,46080,46592,720.0,728.0,1,0
S2,91,46592,47104,728.0,736.0,1,0
S2,92,47104,47616,736.0,744.0,1,0
S2,93,47616,48128,744.0,752.0,1,0
S2,94,48128,48640,752.0,760.0,1,0
S2,95,48640,49152,760.0,768.0,1,0
S2,96,49152,49664,768.0,776.0,1,0
S2,97,49664,50176,776.0,784.0,1,0
S2,98,50176,50688,784.0,792.0,1,0
S2,99,50688,51200,792.0,800.0,1,0
S2,100,51200,51712,800.0,808.0,1,0
S2,101,51712,52224,808.0,816.0,1,0
S2,102,52224,52736,816.0,824.0,1,0
S2,103,52736,53248,824.0,832.0,1,0
S2,104,53248,53760,832.0,840.0,1,0
S2,105,53760,54272,840.0,848.0,1,0
S2,106,54272,54784,848.0,856.0,1,0
S2,107,54784,55296,856.0,864.0,1,0
S2,108,55296,55808,864.0,872.0,1,0
S2,109,55808,56320,872.0,880.0,1,0
S2,110,56320,56832,880.0,888.0,1,0
S2,111,56832,57344,888.0,896.0,1,0
S2,112,57344,57856,896.0,904.0,1,0
S2,113,57856,58368,904.0,912.0,1,0
S2,114,58368,58880,912.0,920.0,1,0
S2,115,58880,59392,920.0,928.0,1,0
S2,116,59392,59904,928.0,936.0,1,0
S2,117,59904,60416,936.0,944.0,1,0
S2,118,60416,60928,944.0,952.0,1,0
S2,119,60928,61440,952.0,960.0,1,0
S2,120,61440,61952,960.0,968.0,1,0
S2,121,61952,62464,968.0,976.0,1,0
S2,122,62464,62976,976.0,984.0,1,0
S2,123,62976,63488,984.0,992.0,1,0
S2,124,63488,64000,992.0,1000.0,1,0
S2,125,64000,64512,1000.0,1008.0,1,0
S2,126,64512,65024,1008.0,1016.0,1,0
S2,127,65024,65536,1016.0,1024.0,1,0
S2,128,65536,66048,1024.0,1032.0,1,0
S2,129,66048,66560,1032.0,1040.0,1,0
S2,130,66560,67072,1040.0,1048.0,1,0
S2,131,67072,67584,1048.0,1056.0,1,0
S2,132,67584,68096,1056.0,1064.0,1,0
S2,133,68096,68608,1064.0,1072.0,1,0
S2,134,68608,69120,1072.0,1080.0,1,0
S2,135,69120,69632,1080.0,1088.0,1,0
S2,136,69632,70144,1088.0,1096.0,1,0
S2,137,70144,70656,1096.0,1104.0,1,0
S2,138,70656,71168,1104.0,1112.0,1,0
S2,139,71168,71680,1112.0,1120.0,1,0
S2,140,71680,72192,1120.0,1128.0,1,0
S2,141,72192,72704,1128.0,1136.0,1,0
S2,142,72704,73216,1136.0,1144.0,1,0
S2,143,73216,73728,1144.0,1152.0,1,0
S2,144,73728,74240,1152.0,1160.0,1,0
S2,145,74240,74752,1160.0,1168.0,1,0
S2,146,74752,75264,1168.0,1176.0,1,0
S2,147,75264,75776,1176.0,1184.0,1,0
S2,148,75776,76288,1184.0,1192.0,1,0
S2,149,76288,76800,1192.0,1200.0,1,0
S2,150,76800,77312,1200.0,1208.0,1,0
S2,151,77312,77824,1208.0,1216.0,1,0
S2,152,77824,78336,1216.0,1224.0,1,0
S2,153,78336,78848,1224.0,1232.0,1,0
S2,154,78848,79360,1232.0,1240.0,1,0
S2,155,79360,79872,1240.0,1248.0,1,0
S2,156,79872,80384,1248.0,1256.0,1,0
S2,157,80384,80896,1256.0,1264.0,1,0
S2,158,80896,81408,1264.0,1272.0,1,0
S2,159,81408,81920,1272.0,1280.0,1,0
S2,160,81920,82432,1280.0,1288.0,1,0
S2,161,82432,82944,1288.0,1296.0,1,0
S2,162,82944,83456,1296.0,1304.0,1,0
S2,163,83456,83968,1304.0,1312.0,1,0
S2,164,83968,84480,1312.0,1320.0,1,0
S2,165,84480,84992,1320.0,1328.0,1,0
S2,166,84992,85504,1328.0,1336.0,1,0
S2,167,85504,86016,1336.0,1344.0,1,0
S2,168,86016,86528,1344.0,1352.0,1,0
S2,169,86528,87040,1352.0,1360.0,1,0
S2,170,87040,87552,1360.0,1368.0,1,0
S2,171,87552,88064,1368.0,1376.0,1,0
S2,172,88064,88576,1376.0,1384.0,1,0
S2,173,88576,89088,1384.0,1392.0,1,0
S2,174,89088,89600,1392.0,1400.0,1,0
S2,175,89600,90112,1400.0,1408.0,1,0
S2,176,90112,90624,1408.0,1416.0,1,0
S2,177,90624,91136,1416.0,1424.0,1,0
S2,178,91136,91648,1424.0,1432.0,1,0
S2,179,91648,92160,1432.0,1440.0,1,0
S2,180,92160,92672,1440.0,1448.0,1,0
S2,284,145408,145920,2272.0,2280.0,2,1
S2,285,145920,146432,2280.0,2288.0,2,1
S2,286,146432,146944,2288.0,2296.0,2,1
S2,287,146944,147456,2296.0,2304.0,2,1
S2,288,147456,147968,2304.0,2312.0,2,1
S2,289,147968,148480,2312.0,2320.0,2,1
S2,290,148480,148992,2320.0,2328.0,2,1
S2,291,148992,149504,2328.0,2336.0,2,1
S2,292,149504,150016,2336.0,2344.0,2,1
S2,293,150016,150528,2344.0,2352.0,2,1
S2,294,150528,151040,2352.0,2360.0,2,1
S2,295,151040,151552,2360.0,2368.0,2,1
S2,296,151552,152064,2368.0,2376.0,2,1
S2,297,152064,152576,2376.0,2384.0,2,1
S2,298,152576,153088,2384.0,2392.0,2,1
S2,299,153088,153600,2392.0,2400.0,2,1
S2,300,153600,154112,2400.0,2408.0,2,1
S2,301,154112,154624,2408.0,2416.0,2,1
S2,302,154624,155136,2416.0,2424.0,2,1
S2,303,155136,155648,2424.0,2432.0,2,1
S2,304,155648,156160,2432.0,2440.0,2,1
S2,305,156160,156672,2440.0,2448.0,2,1
S2,306,156672,157184,2448.0,2456.0,2,1
S2,307,157184,157696,2456.0,2464.0,2,1
S2,308,157696,158208,2464.0,2472.0,2,1
S2,309,158208,158720,2472.0,2480.0,2,1
S2,310,158720,159232,2480.0,2488.0,2,1
S2,311,159232,159744,2488.0,2496.0,2,1
S2,312,159744,160256,2496.0,2504.0,2,1
S2,313,160256,160768,2504.0,2512.0,2,1
S2,314,160768,161280,2512.0,2520.0,2,1
S2,315,161280,161792,2520.0,2528.0,2,1
S2,316,161792,162304,2528.0,2536.0,2,1
S2,317,162304,162816,2536.0,2544.0,2,1
S2,318,162816,163328,2544.0,2552.0,2,1
S2,319,163328,163840,2552.0,2560.0,2,1
S2,320,163840,164352,2560.0,2568.0,2,1
S2,321,164352,164864,2568.0,2576.0,2,1
S2,322,164864,165376,2576.0,2584.0,2,1
S2,323,165376,165888,2584.0,2592.0,2,1
S2,324,165888,166400,2592.0,2600.0,2,1
S2,325,166400,166912,2600.0,2608.0,2,1
S2,326,166912,167424,2608.0,2616.0,2,1
S2,327,167424,167936,2616.0,2624.0,2,1
S2,328,167936,168448,2624.0,2632.0,2,1
S2,329,168448,168960,2632.0,2640.0,2,1
S2,330,168960,169472,2640.0,2648.0,2,1
S2,331,169472,169984,2648.0,2656.0,2,1
S2,332,169984,170496,2656.0,2664.0,2,1
S2,333,170496,171008,2664.0,2672.0,2,1
S2,334,171008,171520,2672.0,2680.0,2,1
S2,335,171520,172032,2680.0,2688.0,2,1
S2,336,172032,172544,2688.0,2696.0,2,1
S2,337,172544,173056,2696.0,2704.0,2,1
S2,338,173056,173568,2704.0,2712.0,2,1
S2,339,173568,174080,2712.0,2720.0,2,1
S2,340,174080,174592,2720.0,2728.0,2,1
S2,341,174592,175104,2728.0,2736.0,2,1
S2,342,175104,175616,2736.0,2744.0,2,1
S2,343,175616,176128,2744.0,2752.0,2,1
S2,344,176128,176640,2752.0,2760.0,2,1
S2,345,176640,177152,2760.0,2768.0,2,1
S2,346,177152,177664,2768.0,2776.0,2,1
S2,347,177664,178176,2776.0,2784.0,2,1
S2,348,178176,178688,2784.0,2792.0,2,1
S2,349,178688,179200,2792.0,2800.0,2,1
S2,350,179200,179712,2800.0,2808.0,2,1
S2,351,179712,180224,2808.0,2816.0,2,1
S2,352,180224,180736,2816.0,2824.0,2,1
S2,353,180736,181248,2824.0,2832.0,2,1
S2,354,181248,181760,2832.0,2840.0,2,1
S2,355,181760,182272,2840.0,2848.0,2,1
S2,356,182272,182784,2848.0,2856.0,2,1
S2,357,182784,183296,2856.0,2864.0,2,1
S2,358,183296,183808,2864.0,2872.0,2,1
S2,359,183808,184320,2872.0,2880.0,2,1
S2,360,184320,184832,2880.0,2888.0,2,1
S2,512,262144,262656,4096.0,4104.0,4,0
S2,513,262656,263168,4104.0,4112.0,4,0
S2,514,263168,263680,4112.0,4120.0,4,0
S2,515,263680,264192,4120.0,4128.0,4,0
S2,516,264192,264704,4128.0,4136.0,4,0
S2,517,264704,265216,4136.0,4144.0,4,0
S2,518,265216,265728,4144.0,4152.0,4,0
S2,519,265728,266240,4152.0,4160.0,4,0
S2,520,266240,266752,4160.0,4168.0,4,0
S2,521,266752,267264,4168.0,4176.0,4,0
S2,522,267264,267776,4176.0,4184.0,4,0
S2,523,267776,268288,4184.0,4192.0,4,0
S2,524,268288,268800,4192.0,4200.0,4,0
S2,525,268800,269312,4200.0,4208.0,4,0
S2,526,269312,269824,4208.0,4216.0,4,0
S2,527,269824,270336,4216.0,4224.0,4,0
S2,528,270336,270848,4224.0,4232.0,4,0
S2,529,270848,271360,4232.0,4240.0,4,0
S2,530,271360,271872,4240.0,4248.0,4,0
S2,531,271872,272384,4248.0,4256.0,4,0
S2,532,272384,272896,4256.0,4264.0,4,0
S2,533,272896,273408,4264.0,4272.0,4,0
S2,534,273408,273920,4272.0,4280.0,4,0
S2,535,273920,274432,4280.0,4288.0,4,0
S2,536,274432,274944,4288.0,4296.0,4,0
S2,537,274944,275456,4296.0,4304.0,4,0
S2,538,275456,275968,4304.0,4312.0,4,0
S2,539,275968,276480,4312.0,4320.0,4,0
S2,540,276480,276992,4320.0,4328.0,4,0
S2,541,276992,277504,4328.0,4336.0,4,0
S2,542,277504,278016,4336.0,4344.0,4,0
S2,543,278016,278528,4344.0,4352.0,4,0
S2,544,278528,279040,4352.0,4360.0,4,0
S2,545,279040,279552,4360.0,4368.0,4,0
S2,546,279552,280064,4368.0,4376.0,4,0
S2,547,280064,280576,4376.0,4384.0,4,0
S2,548,280576,281088,4384.0,4392.0,4,0
S2,549,281088,281600,4392.0,4400.0,4,0
S2,550,281600,282112,4400.0,4408.0,4,0
S2,551,282112,282624,4408.0,4416.0,4,0
S2,552,282624,283136,4416.0,4424.0,4,0
S2,553,283136,283648,4424.0,4432.0,4,0
S2,554,283648,284160,4432.0,4440.0,4,0
S2,555,284160,284672,4440.0,4448.0,4,0
S2,556,284672,285184,4448.0,4456.0,4,0
S2,557,285184,285696,4456.0,4464.0,4,0
S2,558,285696,286208,4464.0,4472.0,4,0
S2,559,286208,286720,4472.0,4480.0,4,0
S2,560,286720,287232,4480.0,4488.0,4,0
S2,595,304640,305152,4760.0,4768.0,3,0
S2,596,305152,305664,4768.0,4776.0,3,0
S2,597,305664,306176,4776.0,4784.0,3,0
S2,598,306176,306688,4784.0,4792.0,3,0
S2,599,306688,307200,4792.0,4800.0,3,0
S2,600,307200,307712,4800.0,4808.0,3,0
S2,601,307712,308224,4808.0,4816.0,3,0
S2,602,308224,308736,4816.0,4824.0,3,0
S2,603,308736,309248,4824.0,4832.0,3,0
S2,604,309248,309760,4832.0,4840.0,3,0
S2,605,309760,310272,4840.0,4848.0,3,0
S2,606,310272,310784,4848.0,4856.0,3,0
S2,607,310784,311296,4856.0,4864.0,3,0
S2,608,311296,311808,4864.0,4872.0,3,0
S2,609,311808,312320,4872.0,4880.0,3,0
S2,610,312320,312832,4880.0,4888.0,3,0
S2,611,312832,313344,4888.0,4896.0,3,0
S2,612,313344,313856,4896.0,4904.0,3,0
S2,613,313856,314368,4904.0,4912.0,3,0
S2,614,314368,314880,4912.0,4920.0,3,0
S2,615,314880,315392,4920.0,4928.0,3,0
S2,616,315392,315904,4928.0,4936.0,3,0
S2,617,315904,316416,4936.0,4944.0,3,0
S2,618,316416,316928,4944.0,4952.0,3,0
S2,619,316928,317440,4952.0,4960.0,3,0
S2,620,317440,317952,4960.0,4968.0,3,0
S2,621,317952,318464,4968.0,4976.0,3,0
S2,622,318464,318976,4976.0,4984.0,3,0
S2,623,318976,319488,4984.0,4992.0,3,0
S2,624,319488,320000,4992.0,5000.0,3,0
S2,625,320000,320512,5000.0,5008.0,3,0
S2,626,320512,321024,5008.0,5016.0,3,0
S2,627,321024,321536,5016.0,5024.0,3,0
S2,628,321536,322048,5024.0,5032.0,3,0
S2,629,322048,322560,5032.0,5040.0,3,0
S2,630,322560,323072,5040.0,5048.0,3,0
S2,631,323072,323584,5048.0,5056.0,3,0
S2,632,323584,324096,5056.0,5064.0,3,0
S2,633,324096,324608,5064.0,5072.0,3,0
S2,634,324608,325120,5072.0,5080.0,3,0
S2,635,325120,325632,5080.0,5088.0,3,0
S2,636,325632,326144,5088.0,5096.0,3,0
S2,637,326144,326656,5096.0,5104.0,3,0
S2,638,326656,327168,5104.0,5112.0,3,0
S2,639,327168,327680,5112.0,5120.0,3,0
S2,640,327680,328192,5120.0,5128.0,3,0
S2,687,351744,352256,5496.0,5504.0,4,0
S2,688,352256,352768,5504.0,5512.0,4,0
S2,689,352768,353280,5512.0,5520.0,4,0
S2,690,353280,353792,5520.0,5528.0,4,0
S2,691,353792,354304,5528.0,5536.0,4,0
S2,692,354304,354816,5536.0,5544.0,4,0
S2,693,354816,355328,5544.0,5552.0,4,0
S2,694,355328,355840,5552.0,5560.0,4,0
S2,695,355840,356352,5560.0,5568.0,4,0
S2,696,356352,356864,5568.0,5576.0,4,0
S2,697,356864,357376,5576.0,5584.0,4,0
S2,698,357376,357888,5584.0,5592.0,4,0
S2,699,357888,358400,5592.0,5600.0,4,0
S2,700,358400,358912,5600.0,5608.0,4,0
S2,701,358912,359424,5608.0,5616.0,4,0
S2,702,359424,359936,5616.0,5624.0,4,0
S2,703,359936,360448,5624.0,5632.0,4,0
S2,704,360448,360960,5632.0,5640.0,4,0
S2,705,360960,361472,5640.0,5648.0,4,0
S2,706,361472,361984,5648.0,5656.0,4,0
S2,707,361984,362496,5656.0,5664.0,4,0
S2,708,362496,363008,5664.0,5672.0,4,0
S2,709,363008,363520,5672.0,5680.0,4,0
S2,710,363520,364032,5680.0,5688.0,4,0
S2,711,364032,364544,5688.0,5696.0,4,0
S2,712,364544,365056,5696.0,5704.0,4,0
S2,713,365056,365568,5704.0,5712.0,4,0
S2,714,365568,366080,5712.0,5720.0,4,0
S2,715,366080,366592,5720.0,5728.0,4,0
S2,716,366592,367104,5728.0,5736.0,4,0
S2,717,367104,367616,5736.0,5744.0,4,0
S2,718,367616,368128,5744.0,5752.0,4,0
S2,719,368128,368640,5752.0,5760.0,4,0
S2,720,368640,369152,5760.0,5768.0,4,0
S2,721,369152,369664,5768.0,5776.0,4,0
S2,722,369664,370176,5776.0,5784.0,4,0
S2,723,370176,370688,5784.0,5792.0,4,0
S2,724,370688,371200,5792.0,5800.0,4,0
S2,725,371200,371712,5800.0,5808.0,4,0
S2,726,371712,372224,5808.0,5816.0,4,0
S2,727,372224,372736,5816.0,5824.0,4,0
S2,728,372736,373248,5824.0,5832.0,4,0
S2,729,373248,373760,5832.0,5840.0,4,0
S2,730,373760,374272,5840.0,5848.0,4,0
S2,731,374272,374784,5848.0,5856.0,4,0
S2,732,374784,375296,5856.0,5864.0,4,0
S2,733,375296,375808,5864.0,5872.0,4,0
S3,44,22528,23040,352.0,360.0,1,0
S3,45,23040,23552,360.0,368.0,1,0
S3,46,23552,24064,368.0,376.0,1,0
S3,47,24064,24576,376.0,384.0,1,0
S3,48,24576,25088,384.0,392.0,1,0
S3,49,25088,25600,392.0,400.0,1,0
S3,50,25600,26112,400.0,408.0,1,0
S3,51,26112,26624,408.0,416.0,1,0
S3,52,26624,27136,416.0,424.0,1,0
S3,53,27136,27648,424.0,432.0,1,0
S3,54,27648,28160,432.0,440.0,1,0
S3,55,28160,28672,440.0,448.0,1,0
S3,56,28672,29184,448.0,456.0,1,0
S3,57,29184,29696,456.0,464.0,1,0
S3,58,29696,30208,464.0,472.0,1,0
S3,59,30208,30720,472.0,480.0,1,0
S3,60,30720,31232,480.0,488.0,1,0
